Longitude,Latitude,Field,Dataset,Product,Obj. Id,Track(deg),Swth Wdth(ft),Distance(ft),Duration(s),Elevation(ft),Area Count,Speed(mph),Diff Status,Time,X Offset(ft),Y Offset(ft),Satellites,Hding Veh(deg),Diff Status,Active Rows((1)),VDOP,HDOP,PDOP,Crop Flw(M)(lb/s),Moisture(%),Grain Temp(°F),Elvtr Speed(rpm),Pass Num,Yld Mass(Dry)(lb/ac),Yld Vol(Dry)(bu/ac),Yld Mass(Wet)(lb/ac),Yld Vol(Wet)(bu/ac),Prod(ac/h),Crop Flw(V)(bu/h),Date
-91.55822628,45.10327960,K-3,<1>,P9492AM-PBXP,1439,91.26,15.00,7.480,2.000,1119.9,On,2.550,Yes,10/23/2024,0.00,0.00,27,91.26,DGPS,6.000,2.000,1.200,2.400,18.96,18.26,41.97,493.00,15,14157,252.81,14722,262.90,4.637,1219.0,10/23/2024
-91.55819554,45.10328039,K-3,<1>,P9492AM-PBXP,1440,88.01,15.00,7.841,2.000,1119.9,On,2.673,Yes,10/23/2024,0.00,0.00,27,88.01,DGPS,6.000,2.000,1.200,2.400,17.73,18.52,41.97,493.70,15,12591,224.83,13134,234.54,4.860,1139.9,10/23/2024
-91.55816436,45.10328122,K-3,<1>,P9492AM-PBXP,1441,88.84,15.00,7.869,2.000,1119.8,On,2.682,Yes,10/23/2024,0.00,0.00,27,88.84,DGPS,6.000,2.000,1.200,2.400,17.11,17.75,41.97,492.80,15,12224,218.29,12633,225.59,4.877,1100.2,10/23/2024
-91.55813354,45.10328152,K-3,<1>,P9492AM-PBXP,1442,89.56,15.00,7.670,2.000,1119.8,On,2.615,Yes,10/23/2024,0.00,0.00,27,89.56,DGPS,6.000,2.000,1.200,2.400,17.33,18.32,41.97,492.90,15,12611,225.20,13124,234.36,4.754,1114.1,10/23/2024
-91.55810106,45.10328193,K-3,<1>,P9492AM-PBXP,1443,88.30,15.00,8.986,2.000,1119.6,On,3.063,Yes,10/23/2024,0.00,0.00,27,88.30,DGPS,6.000,2.000,1.200,2.400,17.44,18.58,41.97,493.80,15,10799,192.84,11274,201.33,5.570,1121.3,10/23/2024
-91.55806716,45.10328226,K-3,<1>,P9492AM-PBXP,1444,88.57,15.00,8.716,2.000,1119.5,On,2.971,Yes,10/23/2024,0.00,0.00,27,88.57,DGPS,6.000,2.000,1.200,2.400,18.87,18.39,41.97,493.70,15,12073,215.58,12573,224.53,5.403,1213.0,10/23/2024
-91.55803457,45.10328322,K-3,<1>,P9492AM-PBXP,1445,87.96,15.00,8.144,2.000,1119.6,On,2.776,Yes,10/23/2024,0.00,0.00,27,87.96,DGPS,6.000,2.000,1.200,2.400,18.20,18.58,41.97,492.30,15,12433,222.02,12980,231.79,5.048,1170.0,10/23/2024
-91.55800135,45.10328405,K-3,<1>,P9492AM-PBXP,1446,87.69,15.00,8.423,2.000,1119.6,On,2.871,Yes,10/23/2024,0.00,0.00,27,87.69,DGPS,6.000,2.000,1.200,2.400,18.36,17.88,41.97,492.00,15,12230,218.39,12659,226.05,5.221,1180.1,10/23/2024
-91.55796821,45.10328414,K-3,<1>,P9492AM-PBXP,1447,89.70,15.00,8.856,2.000,1119.7,On,3.019,Yes,10/23/2024,0.00,0.00,27,89.70,DGPS,6.000,2.000,1.200,2.400,17.46,18.83,41.97,490.70,15,10932,195.22,11449,204.44,5.490,1122.3,10/23/2024
-91.55793392,45.10328470,K-3,<1>,P9492AM-PBXP,1448,88.89,15.00,8.844,2.000,1119.8,On,3.015,Yes,10/23/2024,0.00,0.00,27,88.89,DGPS,6.000,2.000,1.200,2.400,18.75,18.26,41.97,491.20,15,11843,211.48,12315,219.92,5.482,1205.5,10/23/2024
-91.55789997,45.10328517,K-3,<1>,P9492AM-PBXP,1449,88.05,15.00,9.039,2.000,1120.1,On,3.081,Yes,10/23/2024,0.00,0.00,27,88.05,DGPS,6.000,2.000,1.200,2.400,18.64,17.69,41.97,488.60,15,11600,207.14,11979,213.91,5.602,1198.4,10/23/2024
-91.55786444,45.10328628,K-3,<1>,P9492AM-PBXP,1450,87.55,15.00,8.481,2.000,1120.1,On,2.891,Yes,10/23/2024,0.00,0.00,27,87.55,DGPS,6.000,2.000,1.200,2.400,17.14,17.81,41.97,489.90,15,11349,202.67,11738,209.61,5.257,1101.8,10/23/2024
-91.55782993,45.10328730,K-3,<1>,P9492AM-PBXP,1451,88.34,15.00,9.079,2.000,1120.4,On,3.095,Yes,10/23/2024,0.00,0.00,26,88.34,DGPS,6.000,2.000,1.200,2.400,17.88,17.37,41.97,489.50,15,11119,198.56,11439,204.26,5.627,1149.4,10/23/2024
-91.55779507,45.10328813,K-3,<1>,P9492AM-PBXP,1452,88.53,15.00,8.630,2.000,1120.7,On,2.942,Yes,10/23/2024,0.00,0.00,27,88.53,DGPS,6.000,2.000,1.200,2.400,17.73,18.01,41.97,489.00,15,11511,205.56,11934,213.11,5.349,1140.0,10/23/2024
-91.55776073,45.10328820,K-3,<1>,P9492AM-PBXP,1453,89.61,15.00,8.798,2.000,1121.0,On,2.999,Yes,10/23/2024,0.00,0.00,26,89.61,DGPS,6.000,2.000,1.200,2.400,16.65,17.24,41.97,490.10,15,10704,191.14,10994,196.31,5.453,1070.6,10/23/2024
-91.55772598,45.10328866,K-3,<1>,P9492AM-PBXP,1454,90.07,15.00,9.228,2.000,1121.3,On,3.146,Yes,10/23/2024,0.00,0.00,27,90.07,DGPS,6.000,2.000,1.200,2.400,16.56,17.12,41.97,488.20,15,10165,181.51,10424,186.15,5.720,1064.8,10/23/2024
-91.55769085,45.10328890,K-3,<1>,P9492AM-PBXP,1455,89.85,15.00,8.931,2.000,1121.5,On,3.045,Yes,10/23/2024,0.00,0.00,27,89.85,DGPS,6.000,2.000,1.200,2.400,17.52,17.69,41.97,489.90,15,11033,197.02,11394,203.46,5.536,1126.3,10/23/2024
-91.55765603,45.10328954,K-3,<1>,P9492AM-PBXP,1456,87.67,15.00,9.195,2.000,1121.7,On,3.135,Yes,10/23/2024,0.00,0.00,26,87.67,DGPS,6.000,2.000,1.200,2.400,18.07,17.44,41.97,490.70,15,11088,198.00,11415,203.84,5.700,1161.8,10/23/2024
-91.55762116,45.10328982,K-3,<1>,P9492AM-PBXP,1457,89.38,15.00,9.062,2.000,1121.9,On,3.089,Yes,10/23/2024,0.00,0.00,26,89.38,DGPS,6.000,2.000,1.200,2.400,17.12,17.88,41.97,489.30,15,10600,189.29,10972,195.92,5.617,1100.5,10/23/2024
-91.55758615,45.10329127,K-3,<1>,P9492AM-PBXP,1458,86.69,15.00,9.070,2.000,1122.2,On,3.092,Yes,10/23/2024,0.00,0.00,26,86.69,DGPS,6.000,2.000,1.200,2.400,18.82,17.63,41.97,488.50,15,11680,208.58,12053,215.23,5.622,1209.9,10/23/2024
-91.55755315,45.10329203,K-3,<1>,P9492AM-PBXP,1459,88.55,15.00,8.563,2.000,1122.5,On,2.919,Yes,10/23/2024,0.00,0.00,26,88.55,DGPS,6.000,2.000,1.200,2.400,17.09,18.26,41.97,490.50,15,11144,199.00,11589,206.95,5.308,1098.4,10/23/2024
-91.55752117,45.10329270,K-3,<1>,P9492AM-PBXP,1460,87.79,15.00,8.158,2.000,1122.7,On,2.781,Yes,10/23/2024,0.00,0.00,27,87.79,DGPS,6.000,2.000,1.200,2.400,17.93,17.44,41.97,490.70,15,12396,221.36,12762,227.89,5.057,1152.4,10/23/2024
-91.55748984,45.10329322,K-3,<1>,P9492AM-PBXP,1461,88.55,15.00,8.476,2.000,1123.0,On,2.889,Yes,10/23/2024,0.00,0.00,26,88.55,DGPS,6.000,2.000,1.200,2.400,16.12,17.94,41.97,491.50,15,10663,190.42,11046,197.25,5.253,1036.2,10/23/2024
-91.55745884,45.10329290,K-3,<1>,P9492AM-PBXP,1462,91.36,15.00,7.732,2.000,1123.2,On,2.636,Yes,10/23/2024,0.00,0.00,27,91.36,DGPS,6.000,2.000,1.200,2.400,16.75,17.24,41.97,492.90,15,12248,218.72,12580,224.64,4.792,1076.6,10/23/2024
-91.55742778,45.10329322,K-3,<1>,P9492AM-PBXP,1463,89.53,15.00,7.947,2.000,1123.5,On,2.709,Yes,10/23/2024,0.00,0.00,26,89.53,DGPS,6.000,2.000,1.200,2.400,16.76,17.69,41.97,491.50,15,11863,211.85,12251,218.77,4.926,1077.6,10/23/2024
-91.55739687,45.10329319,K-3,<1>,P9492AM-PBXP,1464,90.19,15.00,7.854,2.000,1123.9,On,2.677,Yes,10/23/2024,0.00,0.00,27,90.19,DGPS,6.000,2.000,1.200,2.400,14.37,16.99,41.97,492.50,15,10379,185.34,10627,189.78,4.868,923.86,10/23/2024
-91.55736530,45.10329369,K-3,<1>,P9492AM-PBXP,1465,89.33,15.00,8.488,2.000,1124.2,On,2.894,Yes,10/23/2024,0.00,0.00,27,89.33,DGPS,6.000,2.000,1.200,2.400,15.26,17.37,41.97,491.00,15,10153,181.30,10444,186.51,5.261,981.27,10/23/2024
-91.55733378,45.10329404,K-3,<1>,P9492AM-PBXP,1466,89.47,15.00,8.056,2.000,1124.5,On,2.746,Yes,10/23/2024,0.00,0.00,27,89.47,DGPS,6.000,2.000,1.200,2.400,15.22,17.63,41.97,490.50,15,10636,189.93,10975,195.99,4.994,978.67,10/23/2024
-91.55730208,45.10329400,K-3,<1>,P9492AM-PBXP,1467,90.78,15.00,8.359,2.000,1124.9,On,2.850,Yes,10/23/2024,0.00,0.00,27,90.78,DGPS,6.000,2.000,1.200,2.400,15.25,17.05,41.97,491.80,15,10339,184.62,10595,189.19,5.181,980.21,10/23/2024
-91.55727022,45.10329466,K-3,<1>,P9492AM-PBXP,1468,88.60,15.00,8.113,2.000,1125.3,On,2.766,Yes,10/23/2024,0.00,0.00,27,88.60,DGPS,6.000,2.000,1.200,2.400,15.05,17.63,41.97,491.80,15,10439,186.41,10771,192.35,5.029,967.23,10/23/2024
-91.55723767,45.10329530,K-3,<1>,P9492AM-PBXP,1469,88.84,15.00,8.616,2.000,1125.7,On,2.937,Yes,10/23/2024,0.00,0.00,27,88.84,DGPS,6.000,2.000,1.200,2.400,15.28,16.73,41.97,491.10,15,10089,180.16,10299,183.92,5.340,982.19,10/23/2024
-91.55720394,45.10329606,K-3,<1>,P9492AM-PBXP,1470,88.40,15.00,8.629,2.000,1126.0,On,2.942,Yes,10/23/2024,0.00,0.00,27,88.40,DGPS,6.000,2.000,1.200,2.400,12.98,17.56,41.97,490.90,15,8472.4,151.29,8735.5,155.99,5.348,834.29,10/23/2024
-91.55717028,45.10329624,K-3,<1>,P9492AM-PBXP,1471,89.86,15.00,9.103,2.000,1126.3,On,3.103,Yes,10/23/2024,0.00,0.00,27,89.86,DGPS,6.000,2.000,1.200,2.400,14.80,16.10,41.97,494.30,15,9322.1,166.47,9444.1,168.64,5.642,951.50,10/23/2024
-91.55713645,45.10329582,K-3,<1>,P9492AM-PBXP,1472,91.90,15.00,8.455,2.000,1126.7,On,2.883,Yes,10/23/2024,0.00,0.00,27,91.90,DGPS,6.000,2.000,1.200,2.400,13.24,16.92,41.97,494.40,15,8889.9,158.75,9095.8,162.43,5.241,851.27,10/23/2024
-91.55710204,45.10329621,K-3,<1>,P9492AM-PBXP,1473,87.81,15.00,8.971,2.000,1127.0,On,3.058,Yes,10/23/2024,0.00,0.00,27,87.81,DGPS,6.000,2.000,1.200,2.400,12.14,15.02,41.97,495.60,15,7858.5,140.33,7860.3,140.36,5.561,780.52,10/23/2024
-91.55706867,45.10329671,K-3,<1>,P9492AM-PBXP,1474,90.22,15.00,8.559,2.000,1127.4,On,2.918,Yes,10/23/2024,0.00,0.00,27,90.22,DGPS,6.000,2.000,1.200,2.400,11.99,16.04,41.97,494.10,15,8037.2,143.52,8136.7,145.30,5.305,770.86,10/23/2024
-91.55703384,45.10329734,K-3,<1>,P9492AM-PBXP,1475,89.60,15.00,9.037,2.000,1127.7,On,3.081,Yes,10/23/2024,0.00,0.00,27,89.60,DGPS,6.000,2.000,1.200,2.400,12.59,16.29,41.97,496.00,15,7966.5,142.26,8089.6,144.46,5.601,809.16,10/23/2024
-91.55699906,45.10329754,K-3,<1>,P9492AM-PBXP,1476,89.57,15.00,8.960,2.000,1127.9,On,3.055,Yes,10/23/2024,0.00,0.00,27,89.57,DGPS,6.000,2.000,1.200,2.400,13.53,15.21,41.97,496.00,15,8746.0,156.18,8767.5,156.56,5.554,869.53,10/23/2024
-91.55696419,45.10329730,K-3,<1>,P9492AM-PBXP,1477,90.78,15.00,9.084,2.000,1128.1,On,3.097,Yes,10/23/2024,0.00,0.00,27,90.78,DGPS,6.000,2.000,1.200,2.400,13.61,15.97,41.97,497.50,15,8601.8,153.60,8701.5,155.39,5.631,874.93,10/23/2024
-91.55692930,45.10329872,K-3,<1>,P9492AM-PBXP,1478,86.29,15.00,8.756,2.000,1128.3,On,2.985,Yes,10/23/2024,0.00,0.00,27,86.29,DGPS,6.000,2.000,1.200,2.400,13.32,15.27,41.97,496.60,15,8806.3,157.26,8834.6,157.76,5.427,856.24,10/23/2024
-91.55689500,45.10330005,K-3,<1>,P9492AM-PBXP,1479,88.02,15.00,9.148,2.000,1128.6,On,3.119,Yes,10/23/2024,0.00,0.00,27,88.02,DGPS,6.000,2.000,1.200,2.400,14.81,15.02,41.97,496.60,15,9398.1,167.82,9400.2,167.86,5.670,951.82,10/23/2024
-91.55686074,45.10330025,K-3,<1>,P9492AM-PBXP,1480,89.53,15.00,8.844,2.000,1128.8,On,3.015,Yes,10/23/2024,0.00,0.00,27,89.53,DGPS,6.000,2.000,1.200,2.400,14.45,15.97,41.97,495.70,15,9382.1,167.54,9490.9,169.48,5.482,929.03,10/23/2024
-91.55682682,45.10330077,K-3,<1>,P9492AM-PBXP,1481,89.58,15.00,8.594,2.000,1129.0,On,2.930,Yes,10/23/2024,0.00,0.00,27,89.58,DGPS,6.000,2.000,1.200,2.400,13.98,15.72,41.97,496.40,15,9369.2,167.31,9449.4,168.74,5.327,898.85,10/23/2024
-91.55679335,45.10330067,K-3,<1>,P9492AM-PBXP,1482,89.77,15.00,8.847,2.000,1129.2,On,3.016,Yes,10/23/2024,0.00,0.00,27,89.77,DGPS,6.000,2.000,1.200,2.400,14.37,15.47,41.97,496.80,15,9383.3,167.56,9435.2,168.49,5.484,923.95,10/23/2024
-91.55675951,45.10330083,K-3,<1>,P9492AM-PBXP,1483,89.95,15.00,8.723,2.000,1129.3,On,2.974,Yes,10/23/2024,0.00,0.00,27,89.95,DGPS,6.000,2.000,1.200,2.400,10.88,15.84,41.97,495.30,15,7172.0,128.07,7244.0,129.36,5.407,699.44,10/23/2024
-91.55672492,45.10330101,K-3,<1>,P9492AM-PBXP,1484,88.50,15.00,8.751,2.000,1129.5,On,2.983,Yes,10/23/2024,0.00,0.00,27,88.50,DGPS,6.000,2.000,1.200,2.400,11.91,15.66,41.97,496.10,15,7844.7,140.08,7905.7,141.17,5.424,765.72,10/23/2024
-91.55669093,45.10330132,K-3,<1>,P9492AM-PBXP,1485,88.53,15.00,8.880,2.000,1129.6,On,3.027,Yes,10/23/2024,0.00,0.00,27,88.53,DGPS,6.000,2.000,1.200,2.400,11.75,15.40,41.97,495.60,15,7648.5,136.58,7684.9,137.23,5.504,755.35,10/23/2024
-91.55665628,45.10330138,K-3,<1>,P9492AM-PBXP,1486,88.72,15.00,9.336,2.000,1129.6,On,3.183,Yes,10/23/2024,0.00,0.00,27,88.72,DGPS,6.000,2.000,1.200,2.400,10.50,14.90,41.97,498.90,15,6532.8,116.66,6532.8,116.66,5.787,675.06,10/23/2024
-91.55662298,45.10330099,K-3,<1>,P9492AM-PBXP,1487,90.82,15.00,7.799,2.000,1129.8,On,2.659,Yes,10/23/2024,0.00,0.00,27,90.82,DGPS,6.000,2.000,1.200,2.400,12.06,15.40,41.97,498.60,15,8936.0,159.57,8978.6,160.33,4.834,775.09,10/23/2024
-91.55659110,45.10329989,K-3,<1>,P9492AM-PBXP,1488,91.96,15.00,8.742,2.000,1129.8,On,2.980,Yes,10/23/2024,0.00,0.00,27,91.96,DGPS,6.000,2.000,1.200,2.400,12.73,14.51,41.97,499.40,15,8460.6,151.08,8460.6,151.08,5.418,818.62,10/23/2024
-91.55655852,45.10329807,K-3,<1>,P9492AM-PBXP,1489,94.79,15.00,9.124,2.000,1129.7,On,3.111,Yes,10/23/2024,0.00,0.00,27,94.79,DGPS,6.000,2.000,1.200,2.400,12.44,15.08,41.97,498.80,15,7908.5,141.22,7916.4,141.36,5.656,799.50,10/23/2024
-91.55652489,45.10329557,K-3,<1>,P9492AM-PBXP,1490,96.32,15.00,8.747,2.000,1129.6,On,2.982,Yes,10/23/2024,0.00,0.00,27,96.32,DGPS,6.000,2.700,1.200,3.000,13.82,15.21,41.97,499.10,15,9154.3,163.47,9176.7,163.87,5.422,888.46,10/23/2024
-91.55649124,45.10329181,K-3,<1>,P9492AM-PBXP,1491,99.80,15.00,8.948,2.000,1129.4,On,3.050,Yes,10/23/2024,0.00,0.00,26,99.80,DGPS,6.000,2.700,1.200,3.000,12.67,14.70,41.97,500.30,15,8222.5,146.83,8222.5,146.83,5.546,814.32,10/23/2024
-91.55645716,45.10328691,K-3,<1>,P9492AM-PBXP,1492,101.44,15.00,9.082,2.000,1129.2,On,3.096,Yes,10/23/2024,0.00,0.00,26,101.44,DGPS,6.000,2.700,1.200,3.000,14.66,15.47,41.97,500.20,15,9320.2,166.43,9371.7,167.35,5.630,942.13,10/23/2024
-91.55642318,45.10328142,K-3,<1>,P9492AM-PBXP,1493,103.58,15.00,8.922,2.000,1129.0,On,3.042,Yes,10/23/2024,0.00,0.00,27,103.58,DGPS,6.000,2.700,1.200,3.000,16.43,14.77,41.97,499.60,15,10698,191.04,10698,191.04,5.530,1056.5,10/23/2024
-91.55638999,45.10327406,K-3,<1>,P9492AM-PBXP,1494,108.17,15.00,9.175,2.000,1128.8,On,3.128,Yes,10/23/2024,0.00,0.00,27,108.17,DGPS,6.000,2.700,1.200,3.000,15.34,15.47,41.97,500.80,15,9659.5,172.49,9713.0,173.45,5.687,986.43,10/23/2024
-91.55635711,45.10326563,K-3,<1>,P9492AM-PBXP,1495,111.69,15.00,9.172,2.000,1128.6,On,3.127,Yes,10/23/2024,0.00,0.00,26,111.69,DGPS,6.000,2.700,1.200,3.000,16.75,15.84,41.97,499.20,15,10500,187.50,10605,189.38,5.685,1076.6,10/23/2024
-91.55632503,45.10325673,K-3,<1>,P9492AM-PBXP,1496,112.03,15.00,8.995,2.000,1128.3,On,3.066,Yes,10/23/2024,0.00,0.00,26,112.03,DGPS,6.000,2.700,1.200,3.000,17.13,16.42,41.97,497.40,15,10874,194.17,11058,197.46,5.575,1100.9,10/23/2024
-91.55629348,45.10324631,K-3,<1>,P9492AM-PBXP,1497,115.06,15.00,8.778,2.000,1128.1,On,2.993,Yes,10/23/2024,0.00,0.00,25,115.06,DGPS,6.000,2.700,1.200,3.000,18.76,16.80,41.97,498.20,15,12147,216.90,12409,221.60,5.441,1205.7,10/23/2024
-91.55626287,45.10323501,K-3,<1>,P9492AM-PBXP,1498,118.50,15.00,8.825,2.000,1127.7,On,3.009,Yes,10/23/2024,0.00,0.00,26,118.50,DGPS,6.000,2.700,1.200,3.000,18.34,17.24,41.97,495.20,15,11749,209.81,12068,215.50,5.470,1178.8,10/23/2024
-91.55623299,45.10322363,K-3,<1>,P9492AM-PBXP,1499,118.02,15.00,8.949,2.000,1127.5,On,3.051,Yes,10/23/2024,0.00,0.00,26,118.02,DGPS,6.000,2.700,1.200,3.000,17.94,17.88,41.97,496.10,15,11247,200.83,11641,207.88,5.547,1153.1,10/23/2024
-91.55620537,45.10321074,K-3,<1>,P9492AM-PBXP,1500,125.05,15.00,7.619,2.000,1127.2,On,2.597,Yes,10/23/2024,0.00,0.00,26,125.05,DGPS,6.000,2.700,1.200,3.000,15.97,17.31,41.97,493.30,15,11841,211.45,12172,217.35,4.722,1026.4,10/23/2024
-91.55618107,45.10319817,K-3,<1>,P9492AM-PBXP,1501,126.28,15.00,7.830,2.000,1127.0,On,2.669,Yes,10/23/2024,0.00,0.00,26,126.28,DGPS,6.000,2.700,1.200,3.000,17.67,17.75,41.97,493.40,15,12680,226.43,13104,233.99,4.853,1135.7,10/23/2024
-91.55615735,45.10318397,K-3,<1>,P9492AM-PBXP,1502,131.01,15.00,8.521,2.000,1126.8,On,2.905,Yes,10/23/2024,0.00,0.00,26,131.01,DGPS,6.000,2.700,1.200,3.000,17.04,17.81,41.97,494.50,15,11231,200.55,11615,207.42,5.282,1095.5,10/23/2024
-91.55613387,45.10316865,K-3,<1>,P9492AM-PBXP,1503,133.80,15.00,8.295,2.000,1126.6,On,2.828,Yes,10/23/2024,0.00,0.00,25,133.80,DGPS,6.000,2.700,1.200,3.000,18.24,17.50,41.97,494.70,15,12398,221.39,12773,228.09,5.142,1172.7,10/23/2024
-91.55611006,45.10315265,K-3,<1>,P9492AM-PBXP,1504,135.46,15.00,8.740,2.000,1126.5,On,2.979,Yes,10/23/2024,0.00,0.00,26,135.46,DGPS,6.000,2.700,1.200,3.000,17.40,17.56,41.97,493.50,15,11214,200.25,11562,206.47,5.417,1118.5,10/23/2024
-91.55608840,45.10313470,K-3,<1>,P9492AM-PBXP,1505,140.35,15.00,9.002,2.000,1126.2,On,3.069,Yes,10/23/2024,0.00,0.00,26,140.35,DGPS,6.000,2.700,1.200,3.000,19.30,17.44,41.97,492.00,15,12096,216.01,12453,222.38,5.580,1240.9,10/23/2024
-91.55606719,45.10311686,K-3,<1>,P9492AM-PBXP,1506,141.98,15.00,8.669,2.000,1126.1,On,2.955,Yes,10/23/2024,0.00,0.00,26,141.98,DGPS,6.000,2.700,1.200,3.000,17.08,17.56,41.97,493.30,15,11096,198.15,11441,204.30,5.373,1097.7,10/23/2024
-91.55604818,45.10309744,K-3,<1>,P9492AM-PBXP,1507,143.45,15.00,8.519,2.000,1126.0,On,2.904,Yes,10/23/2024,0.00,0.00,26,143.45,DGPS,6.000,2.700,1.200,3.000,16.21,17.31,41.97,492.40,15,10754,192.04,11054,197.40,5.281,1042.4,10/23/2024
-91.55602929,45.10307726,K-3,<1>,P9492AM-PBXP,1508,147.15,15.00,8.820,2.000,1125.6,On,3.007,Yes,10/23/2024,0.00,0.00,25,147.15,DGPS,6.000,2.700,1.200,3.000,16.82,18.01,41.97,493.20,15,10682,190.75,11074,197.75,5.467,1081.1,10/23/2024
-91.55601197,45.10305516,K-3,<1>,P9492AM-PBXP,1509,148.03,15.00,8.820,2.000,1125.1,On,3.007,Yes,10/23/2024,0.00,0.00,25,148.03,DGPS,6.000,2.700,1.200,3.000,18.55,17.75,41.97,495.80,15,11819,211.05,12214,218.10,5.467,1192.3,10/23/2024
-91.55599656,45.10303396,K-3,<1>,P9492AM-PBXP,1510,153.27,15.00,8.262,2.000,1124.9,On,2.817,Yes,10/23/2024,0.00,0.00,26,153.27,DGPS,6.000,2.700,1.200,3.000,19.53,17.56,41.97,493.40,15,13313,237.73,13727,245.12,5.121,1255.3,10/23/2024
-91.55598195,45.10301294,K-3,<1>,P9492AM-PBXP,1511,154.08,15.00,8.556,2.000,1124.8,On,2.917,Yes,10/23/2024,0.00,0.00,26,154.08,DGPS,6.000,2.700,1.200,3.000,18.91,18.83,41.97,492.60,15,12256,218.85,12835,229.19,5.303,1215.4,10/23/2024
-91.55596901,45.10299098,K-3,<1>,P9492AM-PBXP,1512,157.51,15.00,9.062,2.000,1124.5,On,3.089,Yes,10/23/2024,0.00,0.00,26,157.51,DGPS,6.000,2.700,1.200,3.000,20.04,17.37,41.97,492.40,15,12487,222.97,12845,229.38,5.617,1288.4,10/23/2024
-91.55595599,45.10296854,K-3,<1>,P9492AM-PBXP,1513,159.17,15.00,9.082,2.000,1124.2,On,3.096,Yes,10/23/2024,0.00,0.00,26,159.17,DGPS,6.000,2.700,1.200,3.000,18.98,17.37,41.97,492.70,15,11798,210.68,12137,216.73,5.630,1220.1,10/23/2024
-91.55594545,45.10294555,K-3,<1>,P9492AM-PBXP,1514,162.37,15.00,9.226,2.000,1124.0,On,3.145,Yes,10/23/2024,0.00,0.00,26,162.37,DGPS,6.000,2.700,1.200,3.000,19.20,17.44,41.97,491.80,15,11741,209.66,12088,215.85,5.719,1234.4,10/23/2024
-91.55593445,45.10292243,K-3,<1>,P9492AM-PBXP,1515,159.55,15.00,8.650,2.000,1123.7,On,2.949,Yes,10/23/2024,0.00,0.00,26,159.55,DGPS,6.000,2.000,1.200,2.300,18.24,16.73,41.97,493.10,15,11999,214.27,12249,218.74,5.362,1172.8,10/23/2024
-91.55592564,45.10289960,K-3,<1>,P9492AM-PBXP,1516,164.36,15.00,8.760,2.000,1123.7,On,2.986,Yes,10/23/2024,0.00,0.00,26,164.36,DGPS,6.000,2.000,1.200,2.300,16.09,17.12,41.97,492.30,15,10405,185.81,10671,190.56,5.430,1034.7,10/23/2024
-91.55591834,45.10287801,K-3,<1>,P9492AM-PBXP,1517,166.88,15.00,8.417,2.000,1123.7,On,2.869,Yes,10/23/2024,0.00,0.00,26,166.88,DGPS,6.000,2.700,1.200,3.000,14.06,16.29,41.97,493.90,15,9556.3,170.65,9703.9,173.28,5.217,904.07,10/23/2024
-91.55590934,45.10285669,K-3,<1>,P9492AM-PBXP,1518,164.83,15.00,8.116,2.000,1123.7,On,2.767,Yes,10/23/2024,0.00,0.00,26,164.83,DGPS,6.000,2.700,1.200,3.000,12.73,17.88,41.97,493.20,15,8798.8,157.12,9107.3,162.63,5.031,818.17,10/23/2024
-91.55590066,45.10283341,K-3,<1>,P9492AM-PBXP,1519,164.10,15.00,9.028,2.000,1123.7,On,3.078,Yes,10/23/2024,0.00,0.00,26,164.10,DGPS,6.000,2.000,1.200,2.300,15.37,17.05,41.97,495.20,15,9648.6,172.30,9887.4,176.56,5.596,987.99,10/23/2024
-91.55589154,45.10280942,K-3,<1>,P9492AM-PBXP,1520,164.94,15.00,9.113,2.000,1123.8,On,3.107,Yes,10/23/2024,0.00,0.00,26,164.94,DGPS,6.000,2.000,1.200,2.300,17.65,17.50,41.97,494.80,15,10920,194.99,11250,200.89,5.649,1134.8,10/23/2024
-91.55588150,45.10278460,K-3,<1>,P9492AM-PBXP,1521,164.07,15.00,9.119,2.000,1123.7,On,3.109,Yes,10/23/2024,0.00,0.00,26,164.07,DGPS,6.000,2.000,1.200,2.300,19.22,16.86,41.97,493.80,15,11971,213.77,12239,218.56,5.652,1235.4,10/23/2024
-91.55587221,45.10275973,K-3,<1>,P9492AM-PBXP,1522,165.90,15.00,9.711,2.000,1123.8,On,3.311,Yes,10/23/2024,0.00,0.00,26,165.90,DGPS,6.000,2.000,1.200,2.300,19.08,16.73,41.97,492.60,15,11180,199.64,11413,203.80,6.019,1226.7,10/23/2024
-91.55586331,45.10273423,K-3,<1>,P9492AM-PBXP,1523,166.91,15.00,9.431,2.000,1123.8,On,3.215,Yes,10/23/2024,0.00,0.00,26,166.91,DGPS,6.000,2.000,1.200,2.300,14.62,17.37,41.97,490.80,15,8750.5,156.26,9001.8,160.75,5.845,939.63,10/23/2024
-91.55578795,45.10274235,K-3,<1>,P9492AM-PBXP,1524,35.04,15.00,7.947,2.000,1125.4,On,2.709,Yes,10/23/2024,0.00,0.00,26,35.04,DGPS,6.000,2.000,1.200,2.300,11.31,18.45,41.97,500.80,16,7931.4,141.63,8267.0,147.63,4.926,727.17,10/23/2024
-91.55577024,45.10276044,K-3,<1>,P9492AM-PBXP,1525,34.22,15.00,8.302,2.000,1125.6,On,2.830,Yes,10/23/2024,0.00,0.00,26,34.22,DGPS,6.000,2.000,1.200,2.300,15.64,18.26,41.97,500.40,16,10520,187.86,10940,195.36,5.146,1005.3,10/23/2024
