Longitude,Latitude,Field,Dataset,Product,Obj. Id,Track(deg),Swth Wdth(ft),Distance(ft),Duration(s),Elevation(ft),Area Count,Speed(mph),Diff Status,Time,X Offset(ft),Y Offset(ft),Satellites,Hding Veh(deg),Diff Status,Active Rows((1)),VDOP,HDOP,PDOP,Crop Flw(M)(lb/s),Moisture(%),Grain Temp(°F),Elvtr Speed(rpm),Pass Num,Yld Mass(Dry)(lb/ac),Yld Vol(Dry)(bu/ac),Yld Mass(Wet)(lb/ac),Yld Vol(Wet)(bu/ac),Prod(ac/h),Crop Flw(V)(bu/h),Date
-91.57462012,45.09439278,4S North,<1>,P11A50,2445,91.19,20.00,10.51,2.000,1136.9,On,3.583,Yes,10/5/2024,0.00,0.00,30,91.19,RTK Fixed,10.00,1.600,0.900,1.800,9.370,9.624,70.95,405.80,46,3883.5,64.73,3883.5,64.73,8.686,562.18,10/5/2024
-91.57457783,45.09439262,4S North,<1>,P11A50,2446,90.05,20.00,11.04,2.000,1136.3,On,3.764,Yes,10/5/2024,0.00,0.00,30,90.05,RTK Fixed,10.00,1.600,0.900,1.800,8.281,8.880,70.95,409.40,46,3267.1,54.45,3267.1,54.45,9.125,496.89,10/5/2024
-91.57453575,45.09439305,4S North,<1>,P11A50,2447,89.79,20.00,10.97,2.000,1135.7,On,3.741,Yes,10/5/2024,0.00,0.00,30,89.79,RTK Fixed,10.00,1.600,0.900,1.800,8.278,9.428,70.95,409.20,46,3285.6,54.76,3285.6,54.76,9.070,496.65,10/5/2024
-91.57449284,45.09439411,4S North,<1>,P11A50,2448,87.66,20.00,11.66,2.000,1135.2,On,3.975,Yes,10/5/2024,0.00,0.00,29,87.66,RTK Fixed,10.00,1.600,1.000,1.900,7.936,9.704,70.95,408.50,46,2965.0,49.42,2965.0,49.42,9.636,476.19,10/5/2024
-91.57445079,45.09439572,4S North,<1>,P11A50,2449,86.63,20.00,10.97,2.000,1134.6,On,3.741,Yes,10/5/2024,0.00,0.00,29,86.63,RTK Fixed,10.00,1.600,0.900,1.800,7.395,8.920,70.95,406.70,46,2935.9,48.93,2935.9,48.93,9.068,443.72,10/5/2024
-91.57440758,45.09439715,4S North,<1>,P11A50,2450,87.02,20.00,11.47,2.000,1134.2,On,3.848,Yes,10/5/2024,0.00,0.00,29,87.02,RTK Fixed,10.00,1.600,1.000,1.900,7.593,9.352,70.95,406.60,46,2883.7,48.06,2883.7,48.06,9.479,455.60,10/5/2024
-91.57436399,45.09439911,4S North,<1>,P11A50,2451,86.58,20.00,11.57,2.000,1133.6,On,3.943,Yes,10/5/2024,0.00,0.00,29,86.58,RTK Fixed,10.00,1.600,1.000,1.900,7.820,9.780,70.95,410.60,46,2945.2,49.09,2945.2,49.09,9.559,469.23,10/5/2024
-91.57431928,45.09439975,4S North,<1>,P11A50,2452,89.03,20.00,11.56,2.000,1133.0,On,3.941,Yes,10/5/2024,0.00,0.00,29,89.03,RTK Fixed,10.00,1.600,0.900,1.800,8.968,9.392,70.95,410.60,46,3379.3,56.32,3379.3,56.32,9.553,538.06,10/5/2024
-91.57427457,45.09439994,4S North,<1>,P11A50,2453,89.89,20.00,11.14,2.000,1132.3,On,3.799,Yes,10/5/2024,0.00,0.00,30,89.89,RTK Fixed,10.00,1.600,0.900,1.800,8.303,9.428,70.95,409.50,46,3245.6,54.09,3245.6,54.09,9.210,498.19,10/5/2024
-91.57423019,45.09439993,4S North,<1>,P11A50,2454,90.14,20.00,11.29,2.000,1131.8,On,3.848,Yes,10/5/2024,0.00,0.00,30,90.14,RTK Fixed,10.00,1.600,0.900,1.800,8.658,9.704,70.95,407.90,46,3341.1,55.68,3341.1,55.68,9.329,519.47,10/5/2024
-91.57418416,45.09439910,4S North,<1>,P11A50,2455,91.18,20.00,11.83,2.000,1131.4,On,4.034,Yes,10/5/2024,0.00,0.00,30,91.18,RTK Fixed,10.00,1.600,0.900,1.800,8.586,9.232,70.95,406.20,46,3160.6,52.68,3160.6,52.68,9.779,515.14,10/5/2024
-91.57414177,45.09439916,4S North,<1>,P11A50,2456,89.72,20.00,11.14,2.000,1131.0,On,3.844,Yes,10/5/2024,0.00,0.00,30,89.72,RTK Fixed,10.00,1.600,0.900,1.800,9.133,9.664,70.95,405.60,46,3570.4,59.51,3570.4,59.51,9.208,547.95,10/5/2024
-91.57409610,45.09439948,4S North,<1>,P11A50,2457,89.62,20.00,11.17,2.000,1130.6,On,3.809,Yes,10/5/2024,0.00,0.00,29,89.62,RTK Fixed,10.00,1.600,0.900,1.800,9.083,9.196,70.95,403.10,46,3541.2,59.02,3541.2,59.02,9.234,544.99,10/5/2024
-91.57405425,45.09440070,4S North,<1>,P11A50,2458,87.74,20.00,11.56,2.000,1130.2,On,3.884,Yes,10/5/2024,0.00,0.00,29,87.74,RTK Fixed,10.00,1.600,1.000,1.900,8.881,9.664,70.95,406.90,46,3346.3,55.77,3346.3,55.77,9.555,532.88,10/5/2024
-91.57401057,45.09440144,4S North,<1>,P11A50,2459,88.70,20.00,11.43,2.000,1129.9,On,3.897,Yes,10/5/2024,0.00,0.00,29,88.70,RTK Fixed,10.00,1.600,1.000,1.900,8.966,9.352,70.95,403.50,46,3416.4,56.94,3416.4,56.94,9.448,537.96,10/5/2024
-91.57396501,45.09440213,4S North,<1>,P11A50,2460,88.51,20.00,11.05,2.000,1129.5,On,3.766,Yes,10/5/2024,0.00,0.00,29,88.51,RTK Fixed,10.00,1.600,0.900,1.800,8.864,9.624,70.95,405.40,46,3495.0,58.25,3495.0,58.25,9.130,531.82,10/5/2024
-91.57392192,45.09440217,4S North,<1>,P11A50,2461,89.22,20.00,10.38,2.000,1129.2,On,3.539,Yes,10/5/2024,0.00,0.00,30,89.22,RTK Fixed,10.00,1.600,0.900,1.800,9.295,9.584,70.95,403.60,46,3900.0,65.00,3900.0,65.00,8.580,557.71,10/5/2024
-91.57388044,45.09440147,4S North,<1>,P11A50,2462,92.06,20.00,11.38,2.000,1128.9,On,3.880,Yes,10/5/2024,0.00,0.00,29,92.06,RTK Fixed,10.00,1.600,0.900,1.800,9.048,9.428,70.95,407.70,46,3463.3,57.72,3463.3,57.72,9.406,542.90,10/5/2024
-91.57383721,45.09440097,4S North,<1>,P11A50,2463,90.93,20.00,11.30,2.000,1128.5,On,3.853,Yes,10/5/2024,0.00,0.00,30,90.93,RTK Fixed,10.00,1.600,0.900,1.800,8.262,9.744,70.95,406.70,46,3184.2,53.07,3184.2,53.07,9.341,495.73,10/5/2024
-91.57379389,45.09440021,4S North,<1>,P11A50,2464,91.17,20.00,11.32,2.000,1128.1,On,3.861,Yes,10/5/2024,0.00,0.00,30,91.17,RTK Fixed,10.00,1.600,0.900,1.800,8.507,9.272,70.95,404.60,46,3272.2,54.54,3272.2,54.54,9.359,510.40,10/5/2024
-91.57375063,45.09440019,4S North,<1>,P11A50,2465,89.98,20.00,11.26,2.000,1127.8,On,3.840,Yes,10/5/2024,0.00,0.00,30,89.98,RTK Fixed,10.00,1.600,0.900,1.800,8.429,9.704,70.95,408.30,46,3259.5,54.32,3259.5,54.32,9.309,505.72,10/5/2024
-91.57370569,45.09440046,4S North,<1>,P11A50,2466,89.88,20.00,11.18,2.000,1127.5,On,3.813,Yes,10/5/2024,0.00,0.00,30,89.88,RTK Fixed,10.00,1.600,0.900,1.800,7.761,9.272,70.95,406.00,46,3022.8,50.38,3022.8,50.38,9.243,465.66,10/5/2024
-91.57366536,45.09439963,4S North,<1>,P11A50,2467,92.06,20.00,11.28,2.000,1127.1,On,3.844,Yes,10/5/2024,0.00,0.00,30,92.06,RTK Fixed,10.00,1.600,0.900,1.800,8.264,9.664,70.95,403.80,46,3192.1,53.20,3192.1,53.20,9.320,495.83,10/5/2024
-91.57362257,45.09439907,4S North,<1>,P11A50,2468,90.86,20.00,11.04,2.000,1126.9,On,3.762,Yes,10/5/2024,0.00,0.00,30,90.86,RTK Fixed,10.00,1.600,0.900,1.800,7.497,9.744,70.95,408.80,46,2958.9,49.32,2958.9,49.32,9.121,449.81,10/5/2024
-91.57358022,45.09439849,4S North,<1>,P11A50,2469,90.84,20.00,10.82,2.000,1126.7,On,3.689,Yes,10/5/2024,0.00,0.00,30,90.84,RTK Fixed,10.00,1.600,0.900,1.800,8.454,9.624,70.95,408.00,46,3403.2,56.72,3403.2,56.72,8.943,507.26,10/5/2024
-91.57353823,45.09439842,4S North,<1>,P11A50,2470,89.46,20.00,11.08,2.000,1126.5,On,3.777,Yes,10/5/2024,0.00,0.00,30,89.46,RTK Fixed,10.00,1.600,0.900,1.800,7.700,10.06,70.95,403.70,46,3027.3,50.46,3027.3,50.46,9.157,462.03,10/5/2024
-91.57349584,45.09439892,4S North,<1>,P11A50,2471,89.17,20.00,10.77,2.000,1126.4,On,3.672,Yes,10/5/2024,0.00,0.00,30,89.17,RTK Fixed,10.00,1.600,0.900,1.800,8.768,9.468,70.95,405.70,46,3545.6,59.09,3545.6,59.09,8.903,526.09,10/5/2024
-91.57345311,45.09439956,4S North,<1>,P11A50,2472,88.78,20.00,11.28,2.000,1126.1,On,3.845,Yes,10/5/2024,0.00,0.00,30,88.78,RTK Fixed,10.00,1.600,0.900,1.800,8.703,9.624,70.95,406.80,46,3361.3,56.02,3361.3,56.02,9.321,522.20,10/5/2024
-91.57341095,45.09440027,4S North,<1>,P11A50,2473,88.77,20.00,10.73,2.000,1125.9,On,3.657,Yes,10/5/2024,0.00,0.00,30,88.77,RTK Fixed,10.00,1.600,0.900,1.800,7.972,9.704,70.95,401.20,46,3236.7,53.95,3236.7,53.95,8.866,478.30,10/5/2024
-91.57336951,45.09440130,4S North,<1>,P11A50,2474,88.13,20.00,10.64,2.000,1125.7,On,3.626,Yes,10/5/2024,0.00,0.00,30,88.13,RTK Fixed,10.00,1.600,0.900,1.800,8.086,9.428,70.95,399.30,46,3311.8,55.20,3311.8,55.20,8.790,485.15,10/5/2024
-91.57332511,45.09440315,4S North,<1>,P11A50,2475,86.41,20.00,10.80,2.000,1125.5,On,3.681,Yes,10/5/2024,0.00,0.00,30,86.41,RTK Fixed,10.00,1.600,0.900,1.800,8.419,9.820,70.95,406.20,46,3396.4,56.61,3396.4,56.61,8.924,505.14,10/5/2024
-91.57328319,45.09440422,4S North,<1>,P11A50,2476,88.83,20.00,10.67,2.000,1125.3,On,3.638,Yes,10/5/2024,0.00,0.00,30,88.83,RTK Fixed,10.00,1.600,0.900,1.800,7.754,9.232,70.95,403.90,46,3165.5,52.76,3165.5,52.76,8.818,465.24,10/5/2024
-91.57324357,45.09440355,4S North,<1>,P11A50,2477,90.67,20.00,10.75,2.000,1125.1,On,3.666,Yes,10/5/2024,0.00,0.00,30,90.67,RTK Fixed,10.00,1.600,0.900,1.800,8.701,9.468,70.95,400.20,46,3524.5,58.74,3524.5,58.74,8.887,522.07,10/5/2024
-91.57320169,45.09440246,4S North,<1>,P11A50,2478,91.33,20.00,10.80,2.000,1125.0,On,3.712,Yes,10/5/2024,0.00,0.00,30,90.87,RTK Fixed,10.00,1.600,0.900,1.800,8.233,9.392,70.95,405.30,46,3320.1,55.34,3320.1,55.34,8.927,493.96,10/5/2024
-91.57315995,45.09440240,4S North,<1>,P11A50,2479,90.57,20.00,10.74,2.000,1125.0,On,3.663,Yes,10/5/2024,0.00,0.00,30,90.57,RTK Fixed,10.00,1.600,0.900,1.800,8.018,9.392,70.95,404.40,46,3250.5,54.18,3250.5,54.18,8.880,481.07,10/5/2024
-91.57311822,45.09440217,4S North,<1>,P11A50,2480,90.54,20.00,10.64,2.000,1124.9,On,3.626,Yes,10/5/2024,0.00,0.00,30,90.54,RTK Fixed,10.00,1.600,0.900,1.800,8.144,9.704,70.95,403.50,46,3335.8,55.60,3335.8,55.60,8.790,488.67,10/5/2024
-91.57307625,45.09440206,4S North,<1>,P11A50,2481,90.19,20.00,10.97,2.000,1124.8,On,3.739,Yes,10/5/2024,0.00,0.00,30,90.19,RTK Fixed,10.00,1.600,0.900,1.800,8.242,9.156,70.95,405.90,46,3273.8,54.56,3273.8,54.56,9.064,494.55,10/5/2024
-91.57303410,45.09440247,4S North,<1>,P11A50,2482,88.85,20.00,11.10,2.000,1124.8,On,3.785,Yes,10/5/2024,0.00,0.00,30,88.85,RTK Fixed,10.00,1.600,0.900,1.800,9.166,9.548,70.95,405.00,46,3595.8,59.93,3595.8,59.93,9.177,549.96,10/5/2024
-91.57299151,45.09440247,4S North,<1>,P11A50,2483,90.38,20.00,10.75,2.000,1124.5,On,3.664,Yes,10/5/2024,0.00,0.00,30,90.38,RTK Fixed,10.00,1.600,0.900,1.800,9.070,9.232,70.95,403.40,46,3675.8,61.26,3675.8,61.26,8.883,544.20,10/5/2024
-91.57294921,45.09440235,4S North,<1>,P11A50,2484,90.60,20.00,10.90,2.000,1124.3,On,3.717,Yes,10/5/2024,0.00,0.00,30,90.60,RTK Fixed,10.00,1.600,0.900,1.800,9.154,9.428,70.95,404.00,46,3657.0,60.95,3657.0,60.95,9.011,549.22,10/5/2024
-91.57290744,45.09440194,4S North,<1>,P11A50,2485,90.60,20.00,10.75,2.000,1124.2,On,3.664,Yes,10/5/2024,0.00,0.00,30,90.60,RTK Fixed,10.00,1.600,0.900,1.800,9.389,9.428,70.95,405.50,46,3805.8,63.43,3805.8,63.43,8.881,563.34,10/5/2024
-91.57286566,45.09440169,4S North,<1>,P11A50,2486,90.43,20.00,11.00,2.000,1124.1,On,3.749,Yes,10/5/2024,0.00,0.00,30,90.43,RTK Fixed,10.00,1.600,0.900,1.800,9.776,9.196,70.95,402.90,46,3872.5,64.54,3872.5,64.54,9.088,586.54,10/5/2024
-91.57282401,45.09440128,4S North,<1>,P11A50,2487,90.94,20.00,10.64,2.000,1124.0,On,3.629,Yes,10/5/2024,0.00,0.00,30,90.94,RTK Fixed,10.00,1.600,0.900,1.800,8.645,9.392,70.95,400.50,46,3537.6,58.96,3537.6,58.96,8.797,518.68,10/5/2024
-91.57277966,45.09440086,4S North,<1>,P11A50,2488,90.34,20.00,10.93,2.000,1123.9,On,3.726,Yes,10/5/2024,0.00,0.00,30,90.34,RTK Fixed,10.00,1.600,0.900,1.800,9.444,9.272,70.95,402.40,46,3763.6,62.73,3763.6,62.73,9.034,566.65,10/5/2024
-91.57273737,45.09440079,4S North,<1>,P11A50,2489,89.53,20.00,11.18,2.000,1123.8,On,3.811,Yes,10/5/2024,0.00,0.00,30,89.53,RTK Fixed,10.00,1.600,0.900,1.800,9.215,9.392,70.95,404.00,46,3590.3,59.84,3590.3,59.84,9.240,552.90,10/5/2024
-91.57269609,45.09440083,4S North,<1>,P11A50,2490,90.10,20.00,11.30,2.000,1123.5,On,3.852,Yes,10/5/2024,0.00,0.00,30,90.10,RTK Fixed,10.00,1.600,0.900,1.800,9.848,8.844,70.95,407.10,46,3796.6,63.28,3796.6,63.28,9.338,590.87,10/5/2024
-91.57265288,45.09440066,4S North,<1>,P11A50,2491,89.85,20.00,11.17,2.000,1123.1,On,3.807,Yes,10/5/2024,0.00,0.00,30,89.85,RTK Fixed,10.00,1.600,0.900,1.800,8.997,9.664,70.95,403.40,46,3510.0,58.50,3510.0,58.50,9.228,539.84,10/5/2024
-91.57260945,45.09439979,4S North,<1>,P11A50,2492,90.75,20.00,11.12,2.000,1122.7,On,3.790,Yes,10/5/2024,0.00,0.00,30,90.75,RTK Fixed,10.00,1.600,0.900,1.800,8.817,9.312,70.95,406.40,46,3454.9,57.58,3454.9,57.58,9.187,529.02,10/5/2024
-91.57256563,45.09439875,4S North,<1>,P11A50,2493,91.96,20.00,11.54,2.000,1122.2,On,4.025,Yes,10/5/2024,0.00,0.00,30,91.96,RTK Fixed,10.00,1.600,0.900,1.800,9.073,9.312,70.95,407.20,46,3423.5,57.06,3423.5,57.06,9.541,544.41,10/5/2024
-91.57251943,45.09439888,4S North,<1>,P11A50,2494,89.11,20.00,11.35,2.000,1121.6,On,3.868,Yes,10/5/2024,0.00,0.00,30,89.11,RTK Fixed,10.00,1.600,0.900,1.800,8.884,9.428,70.95,406.00,46,3410.5,56.84,3410.5,56.84,9.377,533.01,10/5/2024
-91.57247783,45.09439873,4S North,<1>,P11A50,2495,90.80,20.00,11.56,2.000,1121.1,On,3.941,Yes,10/5/2024,0.00,0.00,30,90.80,RTK Fixed,10.00,1.600,0.900,1.800,10.29,9.156,70.95,404.80,46,3876.7,64.61,3876.7,64.61,9.555,617.34,10/5/2024
-91.57243063,45.09439725,4S North,<1>,P11A50,2496,90.87,20.00,11.50,2.000,1120.4,On,3.920,Yes,10/5/2024,0.00,0.00,30,90.87,RTK Fixed,10.00,1.600,0.900,1.800,9.370,9.624,70.95,408.40,46,3549.8,59.16,3549.8,59.16,9.502,562.18,10/5/2024
-91.57239033,45.09439612,4S North,<1>,P11A50,2497,92.39,20.00,10.70,2.000,1120.0,On,3.649,Yes,10/5/2024,0.00,0.00,30,92.39,RTK Fixed,10.00,1.600,0.900,1.800,9.025,8.724,70.95,402.10,46,3672.5,61.21,3672.5,61.21,8.847,541.50,10/5/2024
-91.57234515,45.09439667,4S North,<1>,P11A50,2498,88.78,20.00,11.39,2.000,1119.6,On,3.884,Yes,10/5/2024,0.00,0.00,30,88.78,RTK Fixed,10.00,1.600,0.900,1.800,5.548,8.960,70.95,405.20,46,2121.3,35.35,2121.3,35.35,9.415,332.85,10/5/2024
-91.57204758,45.09439791,4S North,<1>,P11A50,2499,87.43,20.00,10.54,2.000,1118.8,On,3.658,Yes,10/5/2024,0.00,0.00,30,86.98,RTK Fixed,10.00,1.600,0.900,1.800,6.369,9.820,70.95,413.60,47,2633.3,43.89,2633.3,43.89,8.707,382.12,10/5/2024
-91.57200772,45.09439711,4S North,<1>,P11A50,2500,91.96,20.00,11.56,2.000,1118.9,On,3.943,Yes,10/5/2024,0.00,0.00,30,91.96,RTK Fixed,10.00,1.600,0.900,1.800,6.453,10.02,70.95,411.70,47,2430.4,40.51,2430.4,40.51,9.558,387.15,10/5/2024
-91.57196463,45.09439658,4S North,<1>,P11A50,2501,92.15,20.00,10.31,2.000,1119.3,On,3.516,Yes,10/5/2024,0.00,0.00,30,92.15,RTK Fixed,10.00,1.600,0.900,1.800,6.329,10.02,70.95,407.70,47,2673.0,44.55,2673.0,44.55,8.524,379.77,10/5/2024
-91.57192482,45.09439595,4S North,<1>,P11A50,2502,91.04,20.00,10.33,2.000,1119.4,On,3.523,Yes,10/5/2024,0.00,0.00,30,91.04,RTK Fixed,10.00,1.600,0.900,1.800,6.989,9.664,70.95,404.40,47,2945.8,49.10,2945.8,49.10,8.541,419.33,10/5/2024
-91.57188285,45.09439539,4S North,<1>,P11A50,2503,90.08,20.00,10.69,2.000,1119.8,On,3.644,Yes,10/5/2024,0.00,0.00,30,90.08,RTK Fixed,10.00,1.600,0.900,1.800,7.075,9.936,70.95,403.30,47,2883.0,48.05,2883.0,48.05,8.835,424.51,10/5/2024
-91.57184318,45.09439571,4S North,<1>,P11A50,2504,89.16,18.00,10.39,2.000,1120.4,On,3.541,Yes,10/5/2024,0.00,-1.000,30,89.16,RTK Fixed,9.000,1.600,0.900,1.800,7.497,9.976,70.95,400.70,47,3493.6,58.23,3493.6,58.23,7.725,449.79,10/5/2024
-91.57180227,45.09439680,4S North,<1>,P11A50,2505,87.59,20.00,10.47,2.000,1120.8,On,3.569,Yes,10/5/2024,0.00,0.00,30,87.59,RTK Fixed,10.00,1.600,0.900,1.800,7.283,9.548,70.95,401.50,47,3030.3,50.51,3030.3,50.51,8.652,437.00,10/5/2024
-91.57176362,45.09439774,4S North,<1>,P11A50,2506,87.83,20.00,10.57,2.000,1121.3,On,3.604,Yes,10/5/2024,0.00,0.00,30,87.83,RTK Fixed,10.00,1.600,0.900,1.800,7.280,9.900,70.95,401.80,47,2999.8,50.00,2999.8,50.00,8.737,436.81,10/5/2024
-91.57172123,45.09439836,4S North,<1>,P11A50,2507,88.74,20.00,10.66,2.000,1121.9,On,3.633,Yes,10/5/2024,0.00,0.00,30,88.74,RTK Fixed,10.00,1.600,0.900,1.800,7.418,10.06,70.95,401.50,47,3032.4,50.54,3032.4,50.54,8.806,445.07,10/5/2024
-91.57168238,45.09439818,4S North,<1>,P11A50,2508,91.06,20.00,10.75,2.000,1122.4,On,3.665,Yes,10/5/2024,0.00,0.00,30,91.06,RTK Fixed,10.00,1.600,0.900,1.800,7.490,9.508,70.95,402.30,47,3035.1,50.59,3035.1,50.59,8.884,449.43,10/5/2024
-91.57164116,45.09439753,4S North,<1>,P11A50,2509,90.71,20.00,10.67,2.000,1122.9,On,3.638,Yes,10/5/2024,0.00,0.00,30,90.71,RTK Fixed,10.00,1.600,0.900,1.800,7.010,9.860,70.95,400.70,47,2861.3,47.69,2861.3,47.69,8.820,420.59,10/5/2024
-91.57159963,45.09439779,4S North,<1>,P11A50,2510,89.51,20.00,11.16,2.000,1123.3,On,3.803,Yes,10/5/2024,0.00,0.00,30,89.51,RTK Fixed,10.00,1.600,0.900,1.800,8.274,10.01,70.95,400.90,47,3230.5,53.84,3230.5,53.84,9.220,496.44,10/5/2024
-91.57155712,45.09439777,4S North,<1>,P11A50,2511,90.18,20.00,10.86,2.000,1123.5,On,3.702,Yes,10/5/2024,0.00,0.00,30,90.18,RTK Fixed,10.00,1.600,0.900,1.800,8.131,9.262,70.95,401.40,47,3261.4,54.36,3261.4,54.36,8.975,487.85,10/5/2024
-91.57151436,45.09439756,4S North,<1>,P11A50,2512,90.05,20.00,11.15,2.000,1123.4,On,3.800,Yes,10/5/2024,0.00,0.00,30,90.05,RTK Fixed,10.00,1.600,0.900,1.800,8.636,9.614,70.95,399.60,47,3374.7,56.25,3374.7,56.25,9.213,518.18,10/5/2024
-91.57147176,45.09439802,4S North,<1>,P11A50,2513,89.61,20.00,11.12,2.000,1123.3,On,3.790,Yes,10/5/2024,0.00,0.00,30,89.61,RTK Fixed,10.00,1.600,0.900,1.800,8.831,9.690,70.95,398.50,47,3459.7,57.66,3459.7,57.66,9.189,529.84,10/5/2024
-91.57142650,45.09439861,4S North,<1>,P11A50,2514,89.20,20.00,10.82,2.000,1123.2,On,3.687,Yes,10/5/2024,0.00,0.00,30,89.20,RTK Fixed,10.00,1.600,0.900,1.800,8.077,9.066,70.95,402.30,47,3253.1,54.22,3253.1,54.22,8.939,484.65,10/5/2024
-91.57138364,45.09439859,4S North,<1>,P11A50,2515,89.89,20.00,11.35,2.000,1122.9,On,3.869,Yes,10/5/2024,0.00,0.00,30,89.89,RTK Fixed,10.00,1.600,0.900,1.800,8.572,9.690,70.95,400.70,47,3290.4,54.84,3290.4,54.84,9.379,514.32,10/5/2024
-91.57134255,45.09439920,4S North,<1>,P11A50,2516,88.57,20.00,11.11,2.000,1122.6,On,3.789,Yes,10/5/2024,0.00,0.00,30,88.57,RTK Fixed,10.00,1.600,0.900,1.800,8.599,9.579,71.85,404.80,47,3370.2,56.17,3370.2,56.17,9.186,515.96,10/5/2024
-91.57129903,45.09440069,4S North,<1>,P11A50,2517,87.37,20.00,11.13,2.000,1122.3,On,3.794,Yes,10/5/2024,0.00,0.00,30,87.37,RTK Fixed,10.00,1.600,0.900,1.800,8.428,9.458,72.75,400.50,47,3298.8,54.98,3298.8,54.98,9.198,505.70,10/5/2024
-91.57125638,45.09440065,4S North,<1>,P11A50,2518,90.73,20.00,10.72,2.000,1121.9,On,3.656,Yes,10/5/2024,0.00,0.00,30,90.73,RTK Fixed,10.00,1.600,0.900,1.800,8.285,9.770,72.75,396.10,47,3365.9,56.10,3365.9,56.10,8.862,497.13,10/5/2024
-91.57121422,45.09439999,4S North,<1>,P11A50,2519,91.01,20.00,10.73,2.000,1121.7,On,3.657,Yes,10/5/2024,0.00,0.00,30,91.01,RTK Fixed,10.00,1.600,0.900,1.800,9.187,9.338,72.75,397.30,47,3730.9,62.18,3730.9,62.18,8.865,551.23,10/5/2024
-91.57117164,45.09439978,4S North,<1>,P11A50,2520,90.30,20.00,11.47,2.000,1121.5,On,3.911,Yes,10/5/2024,0.00,0.00,30,90.30,RTK Fixed,10.00,1.600,0.900,1.800,9.769,9.846,72.75,402.40,47,3709.5,61.83,3709.5,61.83,9.481,586.17,10/5/2024
-91.57112873,45.09439860,4S North,<1>,P11A50,2521,92.62,20.00,11.36,2.000,1121.1,On,3.872,Yes,10/5/2024,0.00,0.00,30,92.62,RTK Fixed,10.00,1.600,0.900,1.800,10.00,9.574,72.75,401.10,47,3835.8,63.93,3835.8,63.93,9.388,600.15,10/5/2024
-91.57108704,45.09439711,4S North,<1>,P11A50,2522,92.38,20.00,10.26,2.000,1121.1,On,3.498,Yes,10/5/2024,0.00,0.00,30,92.38,RTK Fixed,10.00,1.600,0.900,1.800,9.442,9.659,71.85,398.40,47,4008.2,66.80,4008.2,66.80,8.481,566.54,10/5/2024
-91.57104716,45.09439729,4S North,<1>,P11A50,2523,89.74,20.00,10.04,2.000,1121.4,On,3.424,Yes,10/5/2024,0.00,0.00,30,89.74,RTK Fixed,10.00,1.600,0.900,1.800,7.756,9.886,72.75,394.00,47,3363.5,56.06,3363.5,56.06,8.301,465.37,10/5/2024
-91.57100676,45.09439778,4S North,<1>,P11A50,2524,89.73,20.00,10.64,2.000,1121.8,On,3.626,Yes,10/5/2024,0.00,0.00,30,89.73,RTK Fixed,10.00,1.600,0.900,1.800,8.691,9.423,72.75,401.40,47,3559.2,59.32,3559.2,59.32,8.791,521.48,10/5/2024
-91.57096596,45.09439787,4S North,<1>,P11A50,2525,89.40,20.00,10.27,2.000,1122.3,On,3.500,Yes,10/5/2024,0.00,0.00,30,89.40,RTK Fixed,10.00,1.600,0.900,1.800,8.264,9.654,72.75,398.50,47,3506.3,58.44,3506.3,58.44,8.485,495.86,10/5/2024
-91.57092307,45.09439799,4S North,<1>,P11A50,2526,90.01,20.00,10.59,2.000,1122.7,On,3.611,Yes,10/5/2024,0.00,0.00,30,90.01,RTK Fixed,10.00,1.600,0.900,1.800,8.654,9.418,72.75,400.50,47,3559.1,59.32,3559.1,59.32,8.753,519.24,10/5/2024
-91.57088200,45.09439806,4S North,<1>,P11A50,2527,89.93,20.00,10.64,2.000,1123.1,On,3.626,Yes,10/5/2024,0.00,0.00,30,89.93,RTK Fixed,10.00,1.600,0.900,1.800,8.425,9.699,72.75,401.90,47,3450.6,57.51,3450.6,57.51,8.790,505.49,10/5/2024
-91.57084273,45.09439871,4S North,<1>,P11A50,2528,88.38,20.00,10.19,2.000,1123.5,On,3.559,Yes,10/5/2024,0.00,0.00,30,88.38,RTK Fixed,10.00,1.600,0.900,1.800,5.712,9.458,71.85,402.10,47,2442.3,40.71,2442.3,40.71,8.419,342.69,10/5/2024
-91.57086931,45.09539934,4S North,<1>,P11A50,2529,265.49,14.00,9.593,2.000,1114.6,On,3.270,Yes,10/5/2024,0.00,-3.000,30,265.49,RTK Fixed,7.000,1.500,0.900,1.800,5.153,9.373,73.65,421.90,48,3342.5,55.71,3342.5,55.71,5.550,309.15,10/5/2024
-91.57090405,45.09539764,4S North,<1>,P11A50,2530,265.96,14.00,8.920,2.000,1114.3,On,3.041,Yes,10/5/2024,0.00,-3.000,30,265.96,RTK Fixed,7.000,1.500,0.900,1.800,5.286,9.725,73.65,417.90,48,3687.5,61.46,3687.5,61.46,5.160,317.15,10/5/2024
-91.57094106,45.09539602,4S North,<1>,P11A50,2531,266.82,14.00,9.695,2.000,1113.9,On,3.305,Yes,10/5/2024,0.00,-3.000,30,266.82,RTK Fixed,7.000,1.500,0.900,1.800,5.559,9.489,73.65,415.50,48,3568.2,59.47,3568.2,59.47,5.609,333.55,10/5/2024
